ID,Station,Lat,Long,Lines,Step free Info,Borough,Zones,Opening date,Other names
Kew_Gardens_district,Kew Gardens,51.47725641,-0.284980014,"District, London Overground",,Richmond,3 & 4,1 June 1877,
Kew_Gardens_overground,Kew Gardens,51.47725641,-0.284980014,"District, London Overground",,Richmond,3 & 4,1 June 1877,
Kilburn,Kilburn,51.5471715,-0.205002,Jubilee,,Brent,2,24 November 1879,Kilburn and Brondesbury: 1879–1950
Kilburn_High_Road,Kilburn High Road,,,London Overground,,,2,,
Kilburn_Park,Kilburn Park,51.53495818,-0.193963023,Bakerloo,No (Escalators to platform level),Brent,2,31 January 1915,
King_George_V,King George V,51.50202,0.06299,DLR,All DLR stations are step-free.,Newham,3,2 December 2005[23],North Woolwich[24]
Kings_Cross_St_Pancras,King's Cross St.Pancras,51.53057,-0.12399,"Piccadilly, Circle, Victoria, Northern, Metropolitan, Hammersmith & City, Thameslink",Unsure (Escaltors to deep level platforms),Brent,2,31 January 1915,
Kingsbury,Kingsbury,51.58422,-0.2788,Jubilee,,Camden,1,10 January 1863Metropolitan lineresited 9 March 1941,King's Cross (Metropolitan line): 1863–1925King's Cross & St. Pancras (Metropolitan line): 1925–33King's Cross (Piccadilly line): 1906–27King's Cross for St. Pancras (Piccadilly line): 1927–33King's Cross for St. Pancras (Northern line): 1907–33
Knightsbridge,Knightsbridge,51.50169,-0.1603,Piccadilly,,Kensington and Chelsea,1,15 December 1906,Sloane Street: Proposed before opening
Ladbroke_Grove_circle,Ladbroke Grove,51.5173,-0.21114,"Hammersmith & City, Circle",No (Steps to platform level),Kensington and Chelsea,2,13 June 1864,Notting Hill: 1864–80Notting Hill & Ladbroke Grove: 1880–1919Ladbroke Grove (North Kensington): 1919–38
Ladbroke_Grove_hnc,Ladbroke Grove,51.5173,-0.21114,"Hammersmith & City, Circle",No (Steps to platform level),Kensington and Chelsea,2,13 June 1864,Notting Hill: 1864–80Notting Hill & Ladbroke Grove: 1880–1919Ladbroke Grove (North Kensington): 1919–38
Lambeth_North,Lambeth North,51.49894,-0.11216,Bakerloo,,Lambeth,1,10 March 1906,Kennington Road: 1906 Westminster Bridge Road: 1906–17
Lancaster_Gate,Lancaster Gate,51.512083,-0.175067,Central,,City of Westminster,1,30 July 1900,Westbourne: Proposed before opening
Langdon_Park,Langdon Park,,,DLR,,,2,,
Langley,Langley,,,Elizabeth,,,,,
Latimer_Road_circle,Latimer Road,51.513125,-0.218428,"Hammersmith & City, Circle",,Kensington and Chelsea,2,16 December 1868,
Latimer_Road_hnc,Latimer Road,51.513125,-0.218428,"Hammersmith & City, Circle",,Kensington and Chelsea,2,16 December 1868,
Leicester_Square,Leicester Square,51.51148,-0.12849,"Northern, Piccadilly",,City of Westminster,1,15 December 1906,Cranbourn Street: Proposed before opening
Lewisham,Lewisham,51.465216,-0.013166,DLR,All DLR stations are step-free.,Lewisham,2 & 3,20 November 1999[6],–
Leyton,Leyton,51.556483,-0.005669,Central,,Waltham Forest,3,5 May 1947,Low Leyton: 1856–68
Leyton_Midland_Road,Leyton Midland Road,,,London Overground,,,3,,
Leytonstone,Leytonstone,51.56828,0.00739,Central,,Waltham Forest,3 & 4,5 May 1947,
Leytonstone_High_Road,Leytonstone High Road,,,London Overground,,,3,,
Limehouse,Limehouse,51.5124366,-0.0395511,DLR,All DLR stations are step-free.,Tower Hamlets,2,31 August 1987[6],Stepney East[19]
Liverpool_Street_circle_base,Liverpool Street,51.517675,-0.082458,"Central, Circle, Hammersmith & City, Metropolitan",,City of London,1,1 February 1875resited 12 July 1875,Bishopsgate: 1875–1909
Liverpool_Street_circle_top,Liverpool Street,51.517675,-0.082458,"Central, Circle, Hammersmith & City, Metropolitan",,City of London,1,1 February 1875resited 12 July 1875,Bishopsgate: 1875–1909
Liverpool_Street_elizabeth_base,Liverpool Street,51.517675,-0.082458,Elizabeth,,City of London,1,1 February 1875resited 12 July 1875,Bishopsgate: 1875–1909
Liverpool_Street_elizabeth_top,Liverpool Street,51.517675,-0.082458,Elizabeth,,City of London,1,1 February 1875resited 12 July 1875,Bishopsgate: 1875–1909
Liverpool_Street_nr,Liverpool Street,51.517675,-0.082458,Elizabeth,,City of London,1,1 February 1875resited 12 July 1875,Bishopsgate: 1875–1909
London_Bridge,London Bridge,51.505353,-0.084826,"Jubilee, Northern",,Southwark,1,25 February 1900,
London_City_Airport,London City Airport,51.50319,0.04864,DLR,All DLR stations are step-free.,Newham,3,2 December 2005[23],–
London_Fields,London Fields,,,London Overground,,,2,,
Loughton,Loughton,51.6417,0.05583,Central,,Epping Forest,6,21 November 1948,
Maida_Vale,Maida Vale,51.52989409,-0.185888819,Bakerloo,,City of Westminster,2,6 June 1915,Elgin Avenue: Proposed before opening
Maidenhead,Maidenhead,,,Elizabeth,,,,,
Manor_House,Manor House,51.57038,-0.09601,Piccadilly,,HackneyHaringey,2 & 3,19 September 1932,
Manor_Park,Manor Park,,,Elizabeth,,,3 & 4,,
Mansion_House_circle,Mansion House,51.51256,-0.09397,"Circle, District",,City of London,1,3 July 1871,
Mansion_House_district,Mansion House,51.51256,-0.09397,"Circle, District",,City of London,1,3 July 1871,
Marble_Arch,Marble Arch,51.513597,-0.15869195,Central,,City of Westminster,1,30 July 1900,
Maryland,Maryland,,,Elizabeth,,,3,,
Marylebone,Marylebone,51.52266,-0.162996,Bakerloo,No (Escalators to platform level),City of Westminster,1,27 March 1907,Lisson Grove/Marylebone: Proposed before openingGreat Central: 1907–17
Mile_End,Mile End,51.525306,-0.033471,"Central, District, Hammersmith & City",Unusure,Tower Hamlets,2,2 June 1902,
Mill_Hill_East,Mill Hill East,51.60892,-0.20965,Northern,,Barnet,4,18 May 1941,Mill Hill: 1867–1928Bittacy Hill: Proposed 1940
Moor_Park,Moor Park,51.62970512,-0.432070848,Metropolitan,No ( Steps to/from Platform level),City of London,1,6 October 1884,King William Street: Proposed before openingEast Cheap: 1884
Moorgate_base,Moorgate,51.51817,-0.08859,"Northern, Circle, Hammersmith & City, Metropolitan, Northern City, Thameslink",No (Steps to 'surface' lines and escaltors to Deep),Three Rivers,6 & 7,9 May 1910,Sandy Lodge: 1910–23Moor Park & Sandy Lodge: 1923–50
Moorgate_mid,Moorgate,51.51817,-0.08859,"Northern, Circle, Hammersmith & City, Metropolitan, Northern City, Thameslink",No (Steps to 'surface' lines and escaltors to Deep),Three Rivers,6 & 7,9 May 1910,Sandy Lodge: 1910–23Moor Park & Sandy Lodge: 1923–50
Moorgate_top,Moorgate,51.51817,-0.08859,"Northern, Circle, Hammersmith & City, Metropolitan, Northern City, Thameslink",No (Steps to 'surface' lines and escaltors to Deep),Three Rivers,6 & 7,9 May 1910,Sandy Lodge: 1910–23Moor Park & Sandy Lodge: 1923–50
Morden,Morden,51.40222413,-0.194599126,Northern,,Merton,4,13 September 1926,North Morden: Proposed before opening
Mornington_Crescent,Mornington Crescent,51.53427,-0.13901,Northern,,Camden,2,22 June 1907,Seymour Street: Proposed before opening
Mudchute,Mudchute,51.491185,-0.014595,DLR,All DLR stations are step-free.,Tower Hamlets,2,31 August 1987[6],"Millwall Park, East Ferry Road[7]"
Neasden,Neasden,51.55427,-0.25042,Jubilee,No (Steps to/from platform level),Brent,3,2 August 1880,Kingsbury & Neasden: 1880–1910Neasden & Kingsbury: 1910–32
New_Cross,New Cross,51.477363,-0.0338817,East London,,Brent,3,2 August 1880,Kingsbury & Neasden: 1880–1910Neasden & Kingsbury: 1910–32
New_Cross_Gate,New Cross Gate,51.47585,-0.04049,East London,,Brent,3,2 August 1880,Kingsbury & Neasden: 1880–1910Neasden & Kingsbury: 1910–32
Newbury_Park,Newbury Park,51.57565,0.08927,Central,,Redbridge,4,14 December 1947,
Nine_Elms,Nine Elms,51.48,-0.12846,Northern,Yes,Wandsworth,1,20 September 2021,
North_Acton,North Acton,51.5237,-0.26019,Central,,Ealing,2 & 3,5 November 1923,
North_Ealing,North Ealing,51.51807,-0.28838,Piccadilly,,Ealing,3,23 June 1903,
North_Greenwich,North Greenwich,51.50056,0.0036,Jubilee,Unsure ( JLE was built as step free?),Greenwich,2 & 3,14 May 1999,
North_Harrow,North Harrow,51.58503612,-0.362595264,Metropolitan,,Harrow,5,22 March 1915,
North_Wembley_bakerloo,North Wembley,51.56258091,-0.304072648,"Bakerloo, Overground",,Brent,4,16 April 1917,
North_Wembley_overground,North Wembley,51.56258091,-0.304072648,"Bakerloo, Overground",,Brent,4,16 April 1917,
Northfields,Northfields,51.499856,-0.313188,Piccadilly,,Ealing,3,16 April 1908resited 19 May 1932,Northfield Halt: 1908–11Northfields & Little Ealing: 1911–32
Northolt,Northolt,51.548467,-0.36968,Central,,Ealing,5,21 November 1948,
Northwick_Park,Northwick Park,51.57850117,-0.317857023,Metropolitan,,Brent,4,28 June 1923,Northwick Park & Kenton: 1923–33
Northwood,Northwood,51.61098984,-0.423584422,Metropolitan,No ( Steps to/from platform level),Hillingdon,6,1 September 1887,
Northwood_Hills,Northwood Hills,51.60043795,-0.408812575,Metropolitan,,Hillingdon,6,13 November 1933,
Norwood_Junction,Norwood Junction,,,London Overground,,,4,,
Notting_Hill_Gate,Notting Hill Gate,51.509028,-0.1962847,"Central, Circle, District",No ( Steps to 'surface' platforms),Kensington and Chelsea,1 & 2,1 October 1868,
Oakwood,Oakwood,51.64739,-0.13192,Piccadilly,Yes,Enfield,5,13 March 1933,East Barnet/Merryhills: Proposed before openingEnfield West: 1933–34 Enfield West (Oakwood): 1934–46
Old_Street,Old Street,51.52618,-0.08751,"Northern, Northern City",Unsure,IslingtonHackney,1,17 November 1901,
Osterley,Osterley,51.481569,-0.35196,Piccadilly,,Hounslow,4,1 May 1883resited 25 March 1934,Osterley & Spring Grove: 1883–1934
Oval,Oval,51.48214,-0.11284,Northern,,Lambeth,2,18 December 1890,Kennington Oval: Proposed before openingThe Oval: 1890–94
Oxford_Circus,Oxford Circus,51.51517,-0.14119,"Bakerloo, Central, Victoria",No (Escalators),City of Westminster,1,30 July 1900,
Paddington_deep_base,Paddington,51.51518466,-0.1755388079,"Circle, District",No (Steps to platform level),City of Westminster,1,10 January 1863,Paddington (Bishop's Road): 1863–1933
Paddington_deep_top,Paddington,51.51518466,-0.1755388079,"Circle, District",No (Steps to platform level),City of Westminster,1,10 January 1863,Paddington (Bishop's Road): 1863–1933
Paddington_elizabeth_base,Paddington,51.51518466,-0.1755388079,Elizabeth,No (Steps to platform level),City of Westminster,1,10 January 1863,Paddington (Bishop's Road): 1863–1933
Paddington_elizabeth_top,Paddington,51.51518466,-0.1755388079,Elizabeth,No (Steps to platform level),City of Westminster,1,10 January 1863,Paddington (Bishop's Road): 1863–1933
Paddington_nr,Paddington,51.51518466,-0.1755388079,Elizabeth,No (Steps to platform level),City of Westminster,1,10 January 1863,Paddington (Bishop's Road): 1863–1933
Paddington_osi,Paddington,51.51518466,-0.1755388079,Elizabeth,No (Steps to platform level),City of Westminster,1,10 January 1863,Paddington (Bishop's Road): 1863–1933
Paddington_surface,Paddington (H&C Line),51.51909671,-0.176968859,"Hammersmith and City, Circle",Unsure ( Access via bridge from mainline concourse),City of Westminster,1,10 January 1863,Paddington (Bishop's Road): 1863–1933
Park_Royal,Park Royal,51.52671,-0.28417,Piccadilly,,Ealing,3,23 June 1903resited 6 July 1931,Park Royal & Tywford Abbey: 1903–31Park Royal: 1931–36Park Royal (Hanger Hill): 1936–47
Parsons_Green,Parsons Green,51.47488,-0.20205,District,,Hammersmith and Fulham,2,1 March 1880,
Peckham_Rye,Peckham Rye,,,London Overground,,,2,,
Penge_West,Penge West,,,London Overground,,,4,,
Perivale,Perivale,51.536673,-0.32391,Central,,Ealing,4,30 June 1947,Perivale Halt: 1904–1947
Piccadilly_Circus,Piccadilly Circus,51.51022,-0.13392,"Piccadilly, Bakerloo",No (Escalator to Platform level),City of Westminster,1,10 March 1906,
Pimlico,Pimlico,51.489081,-0.133037,Victoria,,City of Westminster,1,14 September 1972,
Pinner,Pinner,51.59270271,-0.380539158,Metropolitan,,Harrow,5,25 May 1885,
Plaistow_district,Plaistow,51.53122,0.01659,"District, Hammersmith & City",,Newham,3,2 June 1902,
Plaistow_hnc,Plaistow,51.53122,0.01659,"District, Hammersmith & City",,Newham,3,2 June 1902,
Pontoon_Dock,Pontoon Dock,51.50205,0.03308,DLR,All DLR stations are step-free.,Newham,3,2 December 2005[23],–
Poplar,Poplar,51.507725,-0.016503,DLR,All DLR stations are step-free.,Tower Hamlets,2,31 August 1987[6],–
Preston_Road,Preston Road,51.57229051,-0.295813875,Metropolitan,,Brent,4,21 May 1908resited 3 January 1932,
Prince_Regent,Prince Regent,51.509471,0.033473,DLR,All DLR stations are step-free.,Newham,3,28 March 1994[6],Prince Regent Lane[27]
Pudding_Mill_Lane,Pudding Mill Lane,51.5339,-0.0142,DLR,All DLR stations are step-free.,Newham,2 & 3,15 January 1996[12][28],Marshgate Lane[29]
Putney_Bridge,Putney Bridge,51.46868,-0.2088141,District,,Hammersmith and Fulham,2,1 March 1880,Putney Bridge & Fulham: 1880–1902Putney Bridge & Hurlingham: 1902–32
Queens_Park,Queen's Park,51.534179,-0.205257721,Bakerloo,,Brent,2,11 February 1915,Queen's Park (West Kilburn): 1879–1915
Queens_Road_Peckham,Queens Road Peckham,,,London Overground,,,2,,
Queensbury,Queensbury,51.59437,-0.28655,Jubilee,,Brent,4,16 December 1934,
Queensway,Queensway,51.510484,-0.18705,Central,,City of Westminster,1,30 July 1900,Queen's Road: 1900–46
Ravenscourt_Park,Ravenscourt Park,51.49419,-0.2356,District,,Hammersmith and Fulham,2,1 June 1877,Shaftesbury Road: 1877–88
Rayners_Lane,Rayners Lane,51.57534,-0.3724,"Metropolitan, Piccadilly",No (Steps to/from Platform level),Harrow,5,26 May 1906,
Reading,Reading,,,Elizabeth,,,,,
Rectory_Road,Rectory Road,,,London Overground,,,2,,
Redbridge,Redbridge,51.57618,0.04542,Central,,Redbridge,4,14 December 1947,Ilford West/Red House: Proposed before opening
Regents_Park,Regent's Park,51.52344,-0.14713,Bakerloo,,City of Westminster,1,10 March 1906,
Renwick_Road,Renwick Road,,,London Overground,,,4,,
Richmond,Richmond,51.4632474,-0.300618047,District,,Richmond,4,1 June 1877,
Rickmansworth,Rickmansworth,51.64027898,-0.473521454,Metropolitan,Unsure ( Station has flat access to S/B but also has a subway),Three Rivers,7,1 September 1887,
Roding_Valley,Roding Valley,51.61691,0.04264,Central,,Epping ForestRedbridge,4,21 November 1948,
Romford,Romford,,,"Elizabeth, London Overground",,,6,,
Rotherhithe,Rotherhithe,51.50089,-0.05211,East London,,Epping ForestRedbridge,4,21 November 1948,
Royal_Albert,Royal Albert,51.508456,0.046148,DLR,All DLR stations are step-free.,Newham,3,28 March 1994[6],
Royal_Oak_circle,Royal Oak,51.519383,-0.187785,"Hammersmith & City, Circle",,City of Westminster,2,30 October 1871,
Royal_Oak_hnc,Royal Oak,51.519383,-0.187785,"Hammersmith & City, Circle",,City of Westminster,2,30 October 1871,
Royal_Victoria,Royal Victoria,51.509156,0.018083,DLR,All DLR stations are step-free.,Newham,3,28 March 1994[6],
Ruislip_Gardens,Ruislip Gardens,51.560711,-0.410587,Central,,Hillingdon,5,29 November 1948,
Ruislip_Manor_metropolitan,Ruislip Manor,51.57349,-0.41185,"Metropolitan, Piccadilly",,Hillingdon,6,5 August 1912,–
Ruislip_Manor_piccadilly,Ruislip Manor,51.57349,-0.41185,"Metropolitan, Piccadilly",,Hillingdon,6,5 August 1912,–
Ruislip_metropolitan,Ruislip,51.57146,-0.42157,"Metropolitan, Piccadilly",,Hillingdon,6,4 July 1904,–
Ruislip_piccadilly,Ruislip,51.57146,-0.42157,"Metropolitan, Piccadilly",,Hillingdon,6,4 July 1904,–
Russell_Square,Russell Square,51.523243,-0.124336,Piccadilly,,Camden,1,15 December 1906,
Seven_Kings,Seven Kings,,,Elizabeth,,,4,,
Seven_Sisters,Seven Sisters,51.58318,-0.07495,Victoria,,Haringey,3,1 September 1968,
Shadwell,Shadwell,51.511853,-0.05548,"DLR, London Overground",All DLR stations are step-free.,Tower Hamlets,2,31 August 1987[6],–
Shenfield,Shenfield,,,Elizabeth,,,9,,
Shepherds_Bush_Market_circle,Shepherd's Bush Market,51.506063,-0.226231,"Hammersmith & City, Circle",,Hammersmith and Fulham,2,13 June 1864resited 1 April 1914,Shepherd's Bush: 1864–2008
Shepherds_Bush_Market_hnc,Shepherd's Bush Market,51.506063,-0.226231,"Hammersmith & City, Circle",,Hammersmith and Fulham,2,13 June 1864resited 1 April 1914,Shepherd's Bush: 1864–2008
Shepherds_Bush_nr,Shepherd's Bush,51.50474,-0.21881,"Central, London Overground",,Hammersmith and Fulham,2,15 December 1906,
Shepherds_Bush_tube,Shepherd's Bush,51.50474,-0.21881,"Central, London Overground",,Hammersmith and Fulham,2,15 December 1906,
Shoreditch_High_Street,Shoreditch High Street,,,London Overground,,,1,,
Silver_Street,Silver Street,,,London Overground,,,4,,
Sloane_Square_circle,Sloane Square,51.49258474,-0.156090904,"Circle, District",,Kensington and Chelsea,1,24 December 1868,
Sloane_Square_district,Sloane Square,51.49258474,-0.156090904,"Circle, District",,Kensington and Chelsea,1,24 December 1868,
Slough,Slough,,,Elizabeth,,,,,
Snaresbrook,Snaresbrook,51.58002,0.02133,Central,,Redbridge,4,14 December 1947,Snaresbrook & Wanstead: 1856–1947
South_Acton,South Acton,51.49960784,-0.270187631,London Overground,,Redbridge,4,14 December 1947,Snaresbrook & Wanstead: 1856–1947
South_Ealing,South Ealing,51.500801,-0.307856,Piccadilly,,Ealing,3,1 May 1883,
South_Hampstead,South Hampstead,,,London Overground,,,2,,
South_Harrow,South Harrow,51.56461,-0.3521,Piccadilly,,Harrow,5,28 June 1903resited 5 July 1935,
South_Kensington,South Kensington,51.494066,-0.172791,"Circle, District, Piccadilly",Unsure (Steps from/to 'surface' platforms?).,Kensington and Chelsea,1,24 December 1868,
South_Kenton_bakerloo,South Kenton,51.57044666,-0.308566354,"Bakerloo, Overground",,Brent,4,3 July 1933,
South_Kenton_overground,South Kenton,51.57044666,-0.308566354,"Bakerloo, Overground",,Brent,4,3 July 1933,
South_Quay,South Quay,51.500413,-0.018636,DLR,All DLR stations are step-free.,Tower Hamlets,2,31 August 1987[6],Cuba Street[15]
South_Ruislip,South Ruislip,51.556795,-0.398708,Central,,Hillingdon,5,23 November 1948,Northolt Junction: 1908–32South Ruislip & Northolt Junction: 1932–47
South_Tottenham,South Tottenham,,,London Overground,,,3,,
South_Wimbledon,South Wimbledon,51.41543048,-0.192262754,Northern,,Merton,3 & 4,13 September 1926,Merton Grove: Proposed before openingSouth Wimbledon: 1926–28South Wimbledon (Merton): 1928– suffix gradually dropped
South_Woodford,South Woodford,51.59088,0.02726,Central,,Redbridge,4,14 December 1947,George Lane: 1856–1937South Woodford (George Lane): 1937–50
Southall,Southall,,,Elizabeth,,,4,,
Southbury,Southbury,,,London Overground,,,5,,
Southfields,Southfields,51.444941,-0.206466,District,,Wandsworth,3,3 June 1889,
Southgate,Southgate,51.6324,-0.12765,Piccadilly,,Enfield,4,13 March 1933,Chase Side: Proposed before opening
Southwark,Southwark,51.50384,-0.10478,Jubilee,,Southwark,1,24 September 1999,
St_James_Street,St. James Street,,,London Overground,,,3,,
St_Jamess_Park_circle,St.James's Park,51.49971,-0.13394,"Circle, District",,Southwark,1,24 September 1999,
St_Jamess_Park_district,St.James's Park,51.49971,-0.13394,"Circle, District",,Southwark,1,24 September 1999,
St_Johns_Wood,St.John's Wood,51.53472,-0.17428,Jubilee,No (Escalators),Southwark,1,24 September 1999,
St_Pauls,St.Paul's,51.515285,-0.097598,Central,,Southwark,1,24 September 1999,
Stamford_Brook,Stamford Brook,51.494935,-0.24619,District,,Hammersmith and Fulham,2,1 February 1912,
Stamford_Hill,Stamford Hill,,,London Overground,,,3,,
Stanmore,Stanmore,51.61895,-0.30241,Jubilee,"Unsure ( I seem to recall a long flight of steps from street level to the cutting in which the platforms are.ShakespeareFan00 20:17, 3 July 2009 (UTC))",Harrow,5,10 December 1932,
Star_Lane,Star Lane,,,DLR,,Newham,2 & 3,31 August 2011,
Stepney_Green_district,Stepney Green,51.521884,-0.046546,"District, Hammersmith & City",,Tower Hamlets,2,23 June 1902,
Stepney_Green_hnc,Stepney Green,51.521884,-0.046546,"District, Hammersmith & City",,Tower Hamlets,2,23 June 1902,
Stockwell,Stockwell,51.47224,-0.1227,"Northern, Victoria",,Lambeth,2,18 December 1890,
Stoke_Newington,Stoke Newington,,,London Overground,,,2,,
Stonebridge_Park_bakerloo,Stonebridge Park,51.54402388,-0.275978856,"Bakerloo, London Overground",,Brent,3,16 April 1917,
Stonebridge_Park_overground,Stonebridge Park,51.54402388,-0.275978856,"Bakerloo, London Overground",,Brent,3,16 April 1917,
Stratford,Stratford,51.541146,-0.002675,"Central, Jubilee, London Overground, DLR",Unsure- (Steps at the very least),Newham,2 & 3,4 December 1946,Cody Road[32]
Stratford_High_Street,Stratford High Street,,,,,Newham,3,31 August 2011,Stratford Market
Stratford_International,Stratford International,,,,,Newham,3,31 August 2011,
Sudbury_Hill,Sudbury Hill,51.556998,-0.335949,Piccadilly,,EalingHarrow,4,28 June 1903,
Sudbury_Town,Sudbury Town,51.55093,-0.31598,Piccadilly,,BrentEaling,4,28 June 1903,
Surrey_Canal,Surrey Canal,,,London Overground,,,2,,
Surrey_Quays,Surrey Quays,51.49365,-0.04816,"East London, Jubilee",,BrentEaling,4,28 June 1903,
Swiss_Cottage,Swiss Cottage,51.54333,-0.17436,Jubilee,,Camden,2,20 November 1939,
Sydenham,Sydenham,,,London Overground,,,3,,
Taplow,Taplow,,,Elizabeth,,,,,
Temple_circle,Temple,51.51114,-0.11341,"Circle, District",,City of Westminster,1,30 May 1870,
Temple_district,Temple,51.51114,-0.11341,"Circle, District",,City of Westminster,1,30 May 1870,
Theobalds_Grove,Temple,51.51114,-0.11341,"Circle, District",,City of Westminster,1,30 May 1870,
Theydon_Bois,Theydon Bois,51.67246,0.10354,Central,,Epping Forest,6,25 September 1949,Theydon: 1865
Tooting_Bec,Tooting Bec,51.43578971,-0.159635693,Northern,,Wandsworth,3,13 September 1926,Trinity Road (Tooting Bec): 1926–50
Tooting_Broadway,Tooting Broadway,51.42780008,-0.167910811,Northern,,Wandsworth,3,13 September 1926,
Tottenham_Court_Road,Tottenham Court Road,51.51672074,-0.13093911,"Central, Northern",No (Steps from street level/Escaltors),City of Westminster,1,30 July 1900,Oxford Street (Northern line): 1907–08
Tottenham_Hale,Tottenham Hale,51.588878,-0.059808,Victoria,,Haringey,3,1 September 1968,
Totteridge_And_Whetstone,Totteridge & Whetstone,51.63022,-0.17917,Northern,,Barnet,4,14 April 1940,Totteridge: 1872–74
Tower_Gateway,Tower Gateway,51.510911,-0.073466,DLR,All DLR stations are step-free.,City of London,1,31 August 1987[6],"Tower Hill, Minories[19]"
Tower_Hill,Tower Hill,51.50991,-0.076813,"Circle, District",No (Steps from street level),Tower Hamlets,1,25 September 1882resited 12 October 1884resited 5 February 1967,Tower of London: 1882–84Mark Lane: 1884–1946
Tufnell_Park,Tufnell Park,51.55663,-0.13813,Northern,,Islington,2,22 June 1907,
Turkey_Street,Turkey Street,,,London Overground,,,6,,
Turnham_Green_district,Turnham Green,51.495143,-0.25406,District,,Hounslow,2 & 3,1 June 1877,
Turnham_Green_piccadilly,Turnham Green,51.495143,-0.25406,District,,Hounslow,2 & 3,1 June 1877,
Turnpike_Lane,Turnpike Lane,51.59031,-0.10308,Piccadilly,No (Escalators),Haringey,3,19 September 1932,Ducketts Green/Harringay: Proposed before opening
Twyford, Twyford,,,Elizabeth,,,,,
Upminster,Upminster,51.55925,0.25177,District,,Havering,6,2 June 1902,
Upminster_Bridge,Upminster Bridge,51.55847,0.23509,District,,Havering,6,17 December 1934,
Upney,Upney,51.53824,0.09998,District,,Barking and Dagenham,4,12 September 1932,
Upper_Holloway,Upper Holloway,,,London Overground,,,2,,
Upton_Park_district,Upton Park,51.53514,0.03373,"District, Hammersmith & City",,Newham,3,2 June 1902,
Upton_Park_hnc,Upton Park,51.53514,0.03373,"District, Hammersmith & City",,Newham,3,2 June 1902,
Uxbridge_metropolitan,Uxbridge,51.54687,-0.47725,"Piccadilly, Metropolitan",Yes ( Flat access from street),Hillingdon,6,4 July 1904resited 4 December 1938,
Uxbridge_piccadilly,Uxbridge,51.54687,-0.47725,"Piccadilly, Metropolitan",Yes ( Flat access from street),Hillingdon,6,4 July 1904resited 4 December 1938,
Vauxhall,Vauxhall,51.48603,-0.12369,Victoria,No ( Escalators),Lambeth,1 & 2,23 July 1971,
Victoria,Victoria,51.49662869,-0.14400853,"Circle, District, Victoria",No ( Steps from street level/ Escalators),City of Westminster,1,24 December 1868,
Walthamstow_Central,Walthamstow Central,51.58293,-0.01996,Victoria,No ( Steps to Booking hall),Waltham Forest,3,1 September 1968,
Walthamstow_Queens_Road,Walthamstow Queen's Road,,,London Overground,,,3,,
Wandsworth_Road,Wandsworth Road,,,London Overground,,,2,,
Wanstead,Wanstead,51.57565,0.02864,Central,,Redbridge,4,14 December 1947,
Wanstead_Park,Wanstead Park,,,London Overground,,,3,,
Wapping,Wapping,51.50451,-0.05607,East London,,Redbridge,4,14 December 1947,
Warren_Street,Warren Street,51.5245,-0.1381,"Northern, Victoria",No (Escalators),Camden,1,22 June 1907,Euston Road: 1907–08
Warwick_Avenue,Warwick Avenue,51.52329728,-0.183777837,Bakerloo,,City of Westminster,2,31 January 1915,Warrington Crescent: Proposed before opening
Waterloo,Waterloo,51.50322,-0.11328,"Bakerloo, Northern, Waterloo & City",Unsure ( JLE-Eurostar was built as step-free?),Lambeth,1,10 March 1906,
Watford,Watford,51.65741058,-0.41745306,Metropolitan,Yes ( Flat access from street IIRC),Watford,7,2 November 1925,
Watford_High_Street,Watford High Street,,,London Overground,,,8,,
Watford_Junction,Watford Junction,,,London Overground,,,,,
Wembley_Central,Wembley Central,51.55122817,-0.29577538,Bakerloo,,Brent,4,16 April 1917,Sudbury: 1842–82Sudbury & Wembley: 1882–1910Wembley for Sudbury: 1910–48
Wembley_Park,Wembley Park,51.56355598,-0.279770242,"Jubilee, Metropolitan",Unsure (Did have steps to/from platform?),Brent,4,12 May 1894,
West_Acton,West Acton,51.51818,-0.28064,Central,,Ealing,3,5 November 1923,
West_Brompton,West Brompton,51.48681,-0.19475,District,,Kensington and Chelsea,2,12 April 1869,Richmond Road: Proposed before opening
West_Croydon,West Croydon,,,London Overground,,,5,,
West_Drayton,West Drayton,,,Elizabeth,,,6,,
West_Ealing,West Ealing,,,Elizabeth,,,3,,
West_Finchley,West Finchley,51.60922281,-0.1887111523,Northern,,Barnet,4,14 April 1940,
West_Ham,West Ham,51.527917,0.004141,"District, Hammersmith & City, Jubilee",,Newham,2 & 3,2 June 1902,West Ham: 1901–1924West Ham (Manor Road): 1924–69
West_Hampstead,West Hampstead,51.54716,-0.19275,"London Overground, Jubilee",,Camden,2,30 June 1879,
West_Harrow,West Harrow,51.5795432,-0.353144584,Metropolitan,,Harrow,5,17 November 1913,
West_India_Quay,West India Quay,51.506723,-0.01988,DLR,All DLR stations are step-free.,Tower Hamlets,2,31 August 1987[6],"West India Dock, North Quay[15]"
West_Kensington,West Kensington,51.49085,-0.20532,District,,Hammersmith and Fulham,2,9 September 1874,North End (Fulham): 1874–77
West_Ruislip,West Ruislip,51.569324,-0.43674,Central,,Hillingdon,6,21 November 1948,Ruislip & Ickenham: 1906–47West Ruislip (for Ickenham): 1947– suffix gradually dropped
West_Silvertown,West Silvertown,51.50335,0.02208,DLR,All DLR stations are step-free.,Newham,3,2 December 2005[23],–
